# Wavelength(microns)  (Rp/Rs)^2  Error
3.876536e+00 2.192398e-02 1.480675e-01
3.876277e+00 2.191238e-02 1.480283e-01
3.876019e+00 2.193646e-02 1.481096e-01
3.875761e+00 2.198643e-02 1.482782e-01
3.875502e+00 2.212444e-02 1.487429e-01
3.875244e+00 2.173681e-02 1.474341e-01
3.874985e+00 2.190158e-02 1.479918e-01
3.874727e+00 2.182800e-02 1.477430e-01
3.874469e+00 2.185663e-02 1.478399e-01
3.874211e+00 2.187725e-02 1.479096e-01
3.873952e+00 2.188767e-02 1.479448e-01
3.873694e+00 2.184611e-02 1.478043e-01
3.873436e+00 2.183814e-02 1.477773e-01
3.873178e+00 2.186193e-02 1.478578e-01
3.872919e+00 2.193970e-02 1.481205e-01
3.872661e+00 2.186632e-02 1.478727e-01
3.872403e+00 2.217542e-02 1.489141e-01
3.872145e+00 2.183138e-02 1.477545e-01
3.871887e+00 2.188035e-02 1.479201e-01
3.871629e+00 2.187165e-02 1.478907e-01
3.871371e+00 2.194123e-02 1.481257e-01
3.871113e+00 2.181404e-02 1.476958e-01
3.870854e+00 2.191512e-02 1.480376e-01
3.870596e+00 2.184659e-02 1.478059e-01
3.870338e+00 2.187180e-02 1.478912e-01
3.870080e+00 2.186067e-02 1.478535e-01
3.869822e+00 2.179209e-02 1.476214e-01
3.869564e+00 2.187961e-02 1.479176e-01
3.869307e+00 2.194349e-02 1.481333e-01
3.869049e+00 2.196146e-02 1.481940e-01
3.868791e+00 2.179675e-02 1.476372e-01
3.868533e+00 2.187355e-02 1.478971e-01
3.868275e+00 2.188961e-02 1.479514e-01
3.868017e+00 2.200115e-02 1.483278e-01
3.867759e+00 2.179721e-02 1.476388e-01
3.867501e+00 2.184524e-02 1.478013e-01
3.867244e+00 2.188142e-02 1.479237e-01
3.866986e+00 2.185802e-02 1.478446e-01
3.866728e+00 2.194155e-02 1.481268e-01
3.866470e+00 2.186976e-02 1.478843e-01
3.866212e+00 2.182337e-02 1.477274e-01
3.865955e+00 2.189645e-02 1.479745e-01
3.865697e+00 2.194017e-02 1.481221e-01
3.865439e+00 2.199597e-02 1.483104e-01
3.865182e+00 2.182683e-02 1.477391e-01
3.864924e+00 2.193251e-02 1.480963e-01
3.864666e+00 2.188207e-02 1.479259e-01
3.864409e+00 2.198505e-02 1.482736e-01
3.864151e+00 2.197496e-02 1.482395e-01
3.863893e+00 2.189022e-02 1.479534e-01
3.863636e+00 2.188904e-02 1.479495e-01
3.863378e+00 2.220032e-02 1.489977e-01
3.863121e+00 2.192659e-02 1.480763e-01
3.862863e+00 2.189871e-02 1.479821e-01
3.862606e+00 2.187420e-02 1.478993e-01
3.862348e+00 2.201615e-02 1.483784e-01
3.862091e+00 2.197420e-02 1.482370e-01
3.861833e+00 2.182526e-02 1.477337e-01
3.861576e+00 2.188247e-02 1.479273e-01
3.861318e+00 2.183471e-02 1.477657e-01
3.861061e+00 2.201969e-02 1.483903e-01
3.860804e+00 2.190952e-02 1.480186e-01
3.860546e+00 2.185001e-02 1.478175e-01
3.860289e+00 2.182333e-02 1.477272e-01
3.860032e+00 2.188794e-02 1.479457e-01
3.859774e+00 2.182684e-02 1.477391e-01
3.859517e+00 2.188574e-02 1.479383e-01
3.859260e+00 2.190003e-02 1.479866e-01
3.859002e+00 2.181584e-02 1.477019e-01
3.858745e+00 2.183434e-02 1.477645e-01
3.858488e+00 2.191355e-02 1.480323e-01
3.858231e+00 2.193195e-02 1.480944e-01
3.857974e+00 2.190574e-02 1.480059e-01
3.857716e+00 2.183160e-02 1.477552e-01
3.857459e+00 2.183165e-02 1.477554e-01
3.857202e+00 2.188357e-02 1.479310e-01
3.856945e+00 2.190280e-02 1.479959e-01
3.856688e+00 2.207514e-02 1.485770e-01
3.856431e+00 2.207846e-02 1.485882e-01
3.856174e+00 2.197580e-02 1.482424e-01
3.855917e+00 2.183664e-02 1.477723e-01
3.855660e+00 2.189488e-02 1.479692e-01
3.855403e+00 2.191151e-02 1.480254e-01
3.855146e+00 2.194240e-02 1.481297e-01
3.854889e+00 2.188512e-02 1.479362e-01
3.854632e+00 2.184203e-02 1.477905e-01
3.854375e+00 2.200515e-02 1.483413e-01
3.854118e+00 2.186689e-02 1.478746e-01
3.853861e+00 2.179465e-02 1.476301e-01
3.853604e+00 2.186072e-02 1.478537e-01
3.853347e+00 2.193173e-02 1.480937e-01
3.853090e+00 2.190221e-02 1.479939e-01
3.852833e+00 2.185903e-02 1.478480e-01
3.852576e+00 2.197425e-02 1.482372e-01
3.852320e+00 2.193183e-02 1.480940e-01
3.852063e+00 2.185125e-02 1.478217e-01
3.851806e+00 2.194495e-02 1.481383e-01
3.851549e+00 2.184697e-02 1.478072e-01
3.851292e+00 2.187992e-02 1.479186e-01
3.851036e+00 2.195095e-02 1.481585e-01
3.850779e+00 2.187428e-02 1.478996e-01
3.850522e+00 2.204268e-02 1.484678e-01
3.850266e+00 2.183514e-02 1.477672e-01
3.850009e+00 2.185860e-02 1.478465e-01
3.849752e+00 2.187993e-02 1.479187e-01
3.849496e+00 2.186274e-02 1.478605e-01
3.849239e+00 2.186013e-02 1.478517e-01
3.848982e+00 2.206140e-02 1.485308e-01
3.848726e+00 2.207973e-02 1.485925e-01
3.848469e+00 2.213085e-02 1.487644e-01
3.848213e+00 2.190897e-02 1.480168e-01
3.847956e+00 2.210717e-02 1.486848e-01
3.847700e+00 2.195727e-02 1.481798e-01
3.847443e+00 2.187446e-02 1.479002e-01
3.847187e+00 2.196998e-02 1.482227e-01
3.846930e+00 2.186424e-02 1.478656e-01
3.846674e+00 2.192316e-02 1.480647e-01
3.846417e+00 2.195119e-02 1.481593e-01
3.846161e+00 2.214511e-02 1.488123e-01
3.845905e+00 2.192322e-02 1.480649e-01
3.845648e+00 2.197774e-02 1.482489e-01
3.845392e+00 2.193068e-02 1.480901e-01
3.845135e+00 2.184447e-02 1.477988e-01
3.844879e+00 2.182556e-02 1.477348e-01
3.844623e+00 2.190036e-02 1.479877e-01
3.844367e+00 2.191418e-02 1.480344e-01
3.844110e+00 2.182286e-02 1.477256e-01
3.843854e+00 2.191661e-02 1.480426e-01
3.843598e+00 2.209812e-02 1.486544e-01
3.843342e+00 2.187884e-02 1.479150e-01
3.843085e+00 2.197922e-02 1.482539e-01
3.842829e+00 2.186582e-02 1.478710e-01
3.842573e+00 2.186935e-02 1.478829e-01
3.842317e+00 2.186258e-02 1.478600e-01
3.842061e+00 2.199634e-02 1.483116e-01
3.841805e+00 2.188627e-02 1.479401e-01
3.841548e+00 2.194823e-02 1.481493e-01
3.841292e+00 2.189476e-02 1.479688e-01
3.841036e+00 2.208803e-02 1.486204e-01
3.840780e+00 2.196783e-02 1.482155e-01
3.840524e+00 2.206988e-02 1.485594e-01
3.840268e+00 2.190091e-02 1.479895e-01
3.840012e+00 2.188880e-02 1.479486e-01
3.839756e+00 2.205703e-02 1.485161e-01
3.839500e+00 2.187091e-02 1.478882e-01
3.839244e+00 2.208852e-02 1.486221e-01
3.838988e+00 2.190220e-02 1.479939e-01
3.838732e+00 2.196957e-02 1.482214e-01
3.838477e+00 2.198510e-02 1.482737e-01
3.838221e+00 2.186655e-02 1.478734e-01
3.837965e+00 2.188738e-02 1.479438e-01
3.837709e+00 2.195266e-02 1.481643e-01
3.837453e+00 2.188418e-02 1.479330e-01
3.837197e+00 2.196330e-02 1.482002e-01
3.836942e+00 2.190401e-02 1.480000e-01
3.836686e+00 2.186262e-02 1.478601e-01
3.836430e+00 2.186594e-02 1.478714e-01
3.836174e+00 2.193645e-02 1.481096e-01
3.835919e+00 2.219608e-02 1.489835e-01
3.835663e+00 2.184749e-02 1.478090e-01
3.835407e+00 2.194244e-02 1.481298e-01
3.835151e+00 2.189007e-02 1.479529e-01
3.834896e+00 2.215532e-02 1.488466e-01
3.834640e+00 2.189136e-02 1.479573e-01
3.834385e+00 2.193027e-02 1.480887e-01
3.834129e+00 2.203518e-02 1.484425e-01
3.833873e+00 2.189627e-02 1.479739e-01
3.833618e+00 2.189810e-02 1.479801e-01
3.833362e+00 2.198110e-02 1.482602e-01
3.833107e+00 2.193893e-02 1.481180e-01
3.832851e+00 2.200193e-02 1.483305e-01
3.832596e+00 2.212648e-02 1.487497e-01
3.832340e+00 2.191927e-02 1.480516e-01
3.832085e+00 2.192448e-02 1.480692e-01
3.831829e+00 2.186598e-02 1.478715e-01
3.831574e+00 2.198616e-02 1.482773e-01
3.831318e+00 2.189561e-02 1.479717e-01
3.831063e+00 2.195701e-02 1.481790e-01
3.830808e+00 2.197748e-02 1.482481e-01
3.830552e+00 2.187434e-02 1.478998e-01
3.830297e+00 2.197790e-02 1.482495e-01
3.830041e+00 2.194897e-02 1.481519e-01
3.829786e+00 2.209740e-02 1.486519e-01
3.829531e+00 2.191284e-02 1.480298e-01
3.829276e+00 2.197314e-02 1.482334e-01
3.829020e+00 2.190002e-02 1.479866e-01
3.828765e+00 2.185151e-02 1.478226e-01
3.828510e+00 2.197816e-02 1.482503e-01
3.828255e+00 2.209887e-02 1.486569e-01
3.827999e+00 2.224512e-02 1.491480e-01
3.827744e+00 2.185432e-02 1.478321e-01
3.827489e+00 2.202909e-02 1.484220e-01
3.827234e+00 2.196263e-02 1.481979e-01
3.826979e+00 2.199970e-02 1.483230e-01
3.826724e+00 2.194413e-02 1.481355e-01
3.826469e+00 2.195744e-02 1.481804e-01
3.826213e+00 2.197912e-02 1.482536e-01
3.825958e+00 2.192936e-02 1.480857e-01
3.825703e+00 2.191873e-02 1.480497e-01
3.825448e+00 2.205110e-02 1.484961e-01
3.825193e+00 2.188627e-02 1.479401e-01
3.824938e+00 2.207900e-02 1.485900e-01
3.824683e+00 2.197663e-02 1.482452e-01
3.824428e+00 2.203574e-02 1.484444e-01
3.824173e+00 2.193545e-02 1.481062e-01
3.823919e+00 2.198814e-02 1.482840e-01
3.823664e+00 2.195097e-02 1.481586e-01
3.823409e+00 2.219179e-02 1.489691e-01
3.823154e+00 2.199821e-02 1.483179e-01
3.822899e+00 2.205747e-02 1.485176e-01
3.822644e+00 2.194611e-02 1.481422e-01
3.822389e+00 2.201637e-02 1.483792e-01
3.822135e+00 2.187173e-02 1.478910e-01
3.821880e+00 2.209280e-02 1.486365e-01
3.821625e+00 2.187986e-02 1.479184e-01
3.821370e+00 2.198626e-02 1.482776e-01
3.821115e+00 2.198965e-02 1.482891e-01
3.820861e+00 2.194604e-02 1.481419e-01
3.820606e+00 2.208680e-02 1.486163e-01
3.820351e+00 2.201699e-02 1.483812e-01
3.820097e+00 2.186791e-02 1.478780e-01
3.819842e+00 2.194633e-02 1.481429e-01
3.819587e+00 2.193028e-02 1.480887e-01
3.819333e+00 2.199166e-02 1.482959e-01
3.819078e+00 2.197780e-02 1.482491e-01
3.818824e+00 2.196036e-02 1.481903e-01
3.818569e+00 2.193504e-02 1.481048e-01
3.818314e+00 2.199852e-02 1.483190e-01
3.818060e+00 2.194493e-02 1.481382e-01
3.817805e+00 2.191302e-02 1.480305e-01
3.817551e+00 2.196041e-02 1.481905e-01
3.817296e+00 2.192494e-02 1.480707e-01
3.817042e+00 2.192490e-02 1.480706e-01
3.816787e+00 2.196128e-02 1.481934e-01
3.816533e+00 2.194182e-02 1.481277e-01
3.816279e+00 2.198341e-02 1.482681e-01
3.816024e+00 2.195931e-02 1.481867e-01
3.815770e+00 2.213401e-02 1.487750e-01
3.815515e+00 2.200969e-02 1.483566e-01
3.815261e+00 2.191188e-02 1.480266e-01
3.815007e+00 2.194666e-02 1.481440e-01
3.814752e+00 2.194105e-02 1.481251e-01
3.814498e+00 2.200759e-02 1.483496e-01
3.814244e+00 2.189517e-02 1.479702e-01
3.813990e+00 2.199551e-02 1.483088e-01
3.813735e+00 2.196708e-02 1.482130e-01
3.813481e+00 2.191568e-02 1.480394e-01
3.813227e+00 2.202570e-02 1.484106e-01
3.812973e+00 2.202374e-02 1.484040e-01
3.812719e+00 2.193774e-02 1.481139e-01
3.812464e+00 2.188200e-02 1.479257e-01
3.812210e+00 2.186556e-02 1.478701e-01
3.811956e+00 2.197398e-02 1.482362e-01
3.811702e+00 2.190316e-02 1.479972e-01
3.811448e+00 2.210821e-02 1.486883e-01
3.811194e+00 2.194230e-02 1.481293e-01
3.810940e+00 2.197907e-02 1.482534e-01
3.810686e+00 2.197287e-02 1.482325e-01
3.810432e+00 2.192468e-02 1.480698e-01
3.810178e+00 2.188545e-02 1.479373e-01
3.809924e+00 2.194771e-02 1.481476e-01
3.809670e+00 2.191167e-02 1.480259e-01
3.809416e+00 2.189369e-02 1.479652e-01
3.809162e+00 2.190895e-02 1.480167e-01
3.808908e+00 2.196609e-02 1.482096e-01
3.808654e+00 2.208281e-02 1.486029e-01
3.808400e+00 2.230903e-02 1.493621e-01
3.808146e+00 2.205144e-02 1.484973e-01
3.807892e+00 2.202828e-02 1.484193e-01
3.807638e+00 2.203289e-02 1.484348e-01
3.807385e+00 2.209640e-02 1.486486e-01
3.807131e+00 2.207456e-02 1.485751e-01
3.806877e+00 2.195250e-02 1.481638e-01
3.806623e+00 2.201427e-02 1.483721e-01
3.806369e+00 2.191458e-02 1.480357e-01
3.806116e+00 2.194529e-02 1.481394e-01
3.805862e+00 2.191756e-02 1.480458e-01
3.805608e+00 2.202823e-02 1.484191e-01
3.805355e+00 2.215712e-02 1.488527e-01
3.805101e+00 2.192088e-02 1.480570e-01
3.804847e+00 2.193606e-02 1.481083e-01
3.804594e+00 2.206019e-02 1.485267e-01
3.804340e+00 2.210096e-02 1.486639e-01
3.804086e+00 2.190158e-02 1.479918e-01
3.803833e+00 2.194873e-02 1.481510e-01
3.803579e+00 2.210094e-02 1.486638e-01
3.803326e+00 2.203046e-02 1.484266e-01
3.803072e+00 2.190495e-02 1.480032e-01
3.802819e+00 2.196581e-02 1.482087e-01
3.802565e+00 2.189806e-02 1.479799e-01
3.802312e+00 2.200324e-02 1.483349e-01
3.802058e+00 2.206361e-02 1.485382e-01
3.801805e+00 2.205346e-02 1.485041e-01
3.801551e+00 2.194105e-02 1.481251e-01
3.801298e+00 2.191577e-02 1.480398e-01
3.801044e+00 2.190594e-02 1.480065e-01
3.800791e+00 2.200389e-02 1.483371e-01
3.800538e+00 2.204211e-02 1.484658e-01
3.800284e+00 2.202968e-02 1.484240e-01
3.800031e+00 2.193219e-02 1.480952e-01
3.799778e+00 2.195684e-02 1.481784e-01
3.799524e+00 2.205879e-02 1.485220e-01
3.799271e+00 2.196193e-02 1.481956e-01
3.799018e+00 2.194117e-02 1.481255e-01
3.798765e+00 2.193844e-02 1.481163e-01
3.798511e+00 2.200464e-02 1.483396e-01
3.798258e+00 2.198381e-02 1.482694e-01
3.798005e+00 2.201854e-02 1.483865e-01
3.797752e+00 2.188634e-02 1.479403e-01
3.797499e+00 2.198197e-02 1.482632e-01
3.797245e+00 2.193414e-02 1.481018e-01
3.796992e+00 2.195362e-02 1.481675e-01
3.796739e+00 2.189758e-02 1.479783e-01
3.796486e+00 2.204640e-02 1.484803e-01
3.796233e+00 2.202679e-02 1.484142e-01
3.795980e+00 2.203320e-02 1.484359e-01
3.795727e+00 2.199572e-02 1.483095e-01
3.795474e+00 2.211074e-02 1.486968e-01
3.795221e+00 2.205304e-02 1.485027e-01
3.794968e+00 2.203744e-02 1.484501e-01
3.794715e+00 2.192246e-02 1.480624e-01
3.794462e+00 2.197045e-02 1.482243e-01
3.794209e+00 2.201349e-02 1.483694e-01
3.793956e+00 2.204588e-02 1.484786e-01
3.793703e+00 2.202006e-02 1.483916e-01
3.793450e+00 2.197770e-02 1.482488e-01
3.793197e+00 2.205520e-02 1.485099e-01
3.792944e+00 2.202992e-02 1.484248e-01
3.792692e+00 2.197856e-02 1.482517e-01
3.792439e+00 2.204211e-02 1.484658e-01
3.792186e+00 2.200259e-02 1.483327e-01
3.791933e+00 2.198844e-02 1.482850e-01
3.791680e+00 2.213317e-02 1.487722e-01
3.791428e+00 2.188992e-02 1.479524e-01
3.791175e+00 2.217005e-02 1.488961e-01
3.790922e+00 2.207278e-02 1.485691e-01
3.790669e+00 2.218638e-02 1.489509e-01
3.790417e+00 2.198846e-02 1.482851e-01
3.790164e+00 2.195218e-02 1.481627e-01
3.789911e+00 2.194783e-02 1.481480e-01
3.789659e+00 2.199329e-02 1.483014e-01
3.789406e+00 2.195683e-02 1.481784e-01
3.789154e+00 2.196404e-02 1.482027e-01
3.788901e+00 2.198263e-02 1.482654e-01
3.788648e+00 2.212368e-02 1.487403e-01
3.788396e+00 2.193757e-02 1.481134e-01
3.788143e+00 2.198426e-02 1.482709e-01
3.787891e+00 2.206136e-02 1.485307e-01
3.787638e+00 2.191596e-02 1.480404e-01
3.787386e+00 2.195569e-02 1.481745e-01
3.787133e+00 2.205746e-02 1.485175e-01
3.786881e+00 2.231439e-02 1.493800e-01
3.786628e+00 2.196496e-02 1.482058e-01
3.786376e+00 2.197473e-02 1.482388e-01
3.786124e+00 2.198655e-02 1.482786e-01
3.785871e+00 2.197618e-02 1.482437e-01
3.785619e+00 2.196640e-02 1.482107e-01
3.785366e+00 2.192717e-02 1.480783e-01
3.785114e+00 2.207076e-02 1.485623e-01
3.784862e+00 2.219448e-02 1.489781e-01
3.784609e+00 2.204383e-02 1.484716e-01
3.784357e+00 2.203568e-02 1.484442e-01
3.784105e+00 2.190005e-02 1.479867e-01
3.783853e+00 2.200339e-02 1.483354e-01
3.783600e+00 2.204387e-02 1.484718e-01
3.783348e+00 2.196269e-02 1.481981e-01
3.783096e+00 2.200157e-02 1.483293e-01
3.782844e+00 2.215423e-02 1.488430e-01
3.782592e+00 2.195359e-02 1.481674e-01
3.782339e+00 2.205433e-02 1.485070e-01
3.782087e+00 2.199084e-02 1.482931e-01
3.781835e+00 2.206010e-02 1.485264e-01
3.781583e+00 2.199450e-02 1.483054e-01
3.781331e+00 2.194149e-02 1.481266e-01
3.781079e+00 2.195909e-02 1.481860e-01
3.780827e+00 2.196185e-02 1.481953e-01
3.780575e+00 2.205292e-02 1.485023e-01
3.780323e+00 2.197887e-02 1.482527e-01
3.780071e+00 2.204291e-02 1.484685e-01
3.779819e+00 2.212438e-02 1.487427e-01
3.779567e+00 2.196274e-02 1.481983e-01
3.779315e+00 2.205304e-02 1.485027e-01
3.779063e+00 2.201111e-02 1.483614e-01
3.778811e+00 2.198601e-02 1.482768e-01
3.778559e+00 2.197713e-02 1.482469e-01
3.778307e+00 2.189737e-02 1.479776e-01
3.778055e+00 2.197304e-02 1.482330e-01
3.777804e+00 2.196131e-02 1.481935e-01
3.777552e+00 2.198832e-02 1.482846e-01
3.777300e+00 2.209197e-02 1.486337e-01
3.777048e+00 2.204566e-02 1.484778e-01
3.776796e+00 2.198801e-02 1.482836e-01
3.776544e+00 2.199676e-02 1.483131e-01
3.776293e+00 2.208810e-02 1.486207e-01
3.776041e+00 2.205207e-02 1.484994e-01
3.775789e+00 2.197317e-02 1.482335e-01
3.775538e+00 2.214612e-02 1.488157e-01
3.775286e+00 2.194874e-02 1.481511e-01
3.775034e+00 2.197399e-02 1.482363e-01
3.774783e+00 2.197904e-02 1.482533e-01
3.774531e+00 2.204569e-02 1.484779e-01
3.774279e+00 2.216914e-02 1.488930e-01
3.774028e+00 2.226711e-02 1.492217e-01
3.773776e+00 2.204856e-02 1.484876e-01
3.773525e+00 2.204308e-02 1.484691e-01
3.773273e+00 2.212968e-02 1.487605e-01
3.773021e+00 2.199173e-02 1.482961e-01
3.772770e+00 2.225286e-02 1.491739e-01
3.772518e+00 2.203874e-02 1.484545e-01
3.772267e+00 2.212066e-02 1.487302e-01
3.772016e+00 2.212023e-02 1.487287e-01
3.771764e+00 2.205130e-02 1.484968e-01
3.771513e+00 2.199227e-02 1.482979e-01
3.771261e+00 2.195053e-02 1.481571e-01
3.771010e+00 2.202031e-02 1.483924e-01
3.770758e+00 2.231694e-02 1.493886e-01
3.770507e+00 2.204292e-02 1.484686e-01
3.770256e+00 2.200763e-02 1.483497e-01
3.770004e+00 2.211202e-02 1.487011e-01
3.769753e+00 2.196419e-02 1.482032e-01
3.769502e+00 2.201926e-02 1.483889e-01
3.769250e+00 2.206796e-02 1.485529e-01
3.768999e+00 2.199911e-02 1.483210e-01
3.768748e+00 2.201804e-02 1.483848e-01
3.768497e+00 2.197619e-02 1.482437e-01
3.768246e+00 2.196958e-02 1.482214e-01
3.767994e+00 2.207088e-02 1.485627e-01
3.767743e+00 2.199192e-02 1.482967e-01
3.767492e+00 2.206399e-02 1.485395e-01
3.767241e+00 2.198384e-02 1.482695e-01
3.766990e+00 2.201590e-02 1.483776e-01
3.766739e+00 2.199057e-02 1.482922e-01
3.766487e+00 2.205859e-02 1.485213e-01
3.766236e+00 2.198951e-02 1.482886e-01
3.765985e+00 2.198583e-02 1.482762e-01
3.765734e+00 2.201347e-02 1.483694e-01
3.765483e+00 2.220987e-02 1.490298e-01
3.765232e+00 2.221990e-02 1.490634e-01
3.764981e+00 2.202107e-02 1.483950e-01
3.764730e+00 2.220564e-02 1.490156e-01
3.764479e+00 2.194062e-02 1.481237e-01
3.764228e+00 2.208797e-02 1.486202e-01
3.763977e+00 2.210821e-02 1.486883e-01
3.763726e+00 2.196556e-02 1.482078e-01
3.763476e+00 2.211984e-02 1.487274e-01
3.763225e+00 2.204139e-02 1.484634e-01
3.762974e+00 2.218265e-02 1.489384e-01
3.762723e+00 2.201087e-02 1.483606e-01
3.762472e+00 2.203176e-02 1.484310e-01
3.762221e+00 2.201426e-02 1.483720e-01
3.761971e+00 2.198847e-02 1.482851e-01
3.761720e+00 2.198046e-02 1.482581e-01
3.761469e+00 2.208359e-02 1.486055e-01
3.761218e+00 2.200892e-02 1.483540e-01
3.760968e+00 2.203798e-02 1.484519e-01
3.760717e+00 2.198850e-02 1.482852e-01
3.760466e+00 2.211308e-02 1.487047e-01
3.760215e+00 2.201342e-02 1.483692e-01
3.759965e+00 2.221120e-02 1.490342e-01
3.759714e+00 2.206985e-02 1.485593e-01
3.759463e+00 2.204149e-02 1.484638e-01
3.759213e+00 2.193861e-02 1.481169e-01
3.758962e+00 2.199388e-02 1.483033e-01
3.758712e+00 2.194051e-02 1.481233e-01
3.758461e+00 2.208248e-02 1.486018e-01
3.758211e+00 2.198398e-02 1.482700e-01
3.757960e+00 2.200038e-02 1.483253e-01
3.757710e+00 2.233951e-02 1.494641e-01
3.757459e+00 2.197956e-02 1.482551e-01
3.757209e+00 2.204632e-02 1.484800e-01
3.756958e+00 2.201976e-02 1.483906e-01
3.756708e+00 2.207788e-02 1.485863e-01
3.756457e+00 2.200852e-02 1.483527e-01
3.756207e+00 2.205633e-02 1.485137e-01
3.755956e+00 2.211722e-02 1.487186e-01
3.755706e+00 2.202058e-02 1.483933e-01
3.755456e+00 2.197562e-02 1.482418e-01
3.755205e+00 2.212859e-02 1.487568e-01
3.754955e+00 2.205539e-02 1.485106e-01
3.754705e+00 2.201918e-02 1.483886e-01
3.754454e+00 2.202648e-02 1.484132e-01
3.754204e+00 2.201874e-02 1.483871e-01
3.753954e+00 2.199734e-02 1.483150e-01
3.753704e+00 2.202682e-02 1.484143e-01
3.753453e+00 2.200157e-02 1.483293e-01
3.753203e+00 2.214630e-02 1.488163e-01
3.752953e+00 2.207113e-02 1.485636e-01
3.752703e+00 2.201876e-02 1.483872e-01
3.752453e+00 2.208096e-02 1.485966e-01
3.752202e+00 2.202443e-02 1.484063e-01
3.751952e+00 2.197701e-02 1.482464e-01
3.751702e+00 2.202536e-02 1.484094e-01
3.751452e+00 2.211740e-02 1.487192e-01
3.751202e+00 2.204605e-02 1.484791e-01
3.750952e+00 2.211141e-02 1.486991e-01
3.750702e+00 2.219176e-02 1.489690e-01
3.750452e+00 2.201506e-02 1.483747e-01
3.750202e+00 2.201684e-02 1.483807e-01
3.749952e+00 2.201522e-02 1.483753e-01
3.749702e+00 2.200887e-02 1.483539e-01
3.749452e+00 2.203270e-02 1.484341e-01
3.749202e+00 2.206055e-02 1.485279e-01
3.748952e+00 2.209807e-02 1.486542e-01
3.748702e+00 2.204657e-02 1.484809e-01
3.748452e+00 2.202271e-02 1.484005e-01
3.748202e+00 2.234785e-02 1.494920e-01
3.747952e+00 2.212158e-02 1.487332e-01
3.747703e+00 2.199768e-02 1.483162e-01
3.747453e+00 2.202733e-02 1.484161e-01
3.747203e+00 2.196353e-02 1.482010e-01
3.746953e+00 2.198902e-02 1.482869e-01
3.746703e+00 2.203673e-02 1.484477e-01
3.746454e+00 2.204024e-02 1.484596e-01
3.746204e+00 2.203694e-02 1.484485e-01
3.745954e+00 2.200021e-02 1.483247e-01
3.745704e+00 2.238938e-02 1.496308e-01
3.745455e+00 2.219536e-02 1.489811e-01
3.745205e+00 2.211908e-02 1.487248e-01
3.744955e+00 2.200552e-02 1.483426e-01
3.744706e+00 2.211546e-02 1.487127e-01
3.744456e+00 2.205097e-02 1.484957e-01
3.744207e+00 2.205949e-02 1.485244e-01
3.743957e+00 2.201462e-02 1.483732e-01
3.743707e+00 2.201289e-02 1.483674e-01
3.743458e+00 2.238025e-02 1.496003e-01
3.743208e+00 2.209137e-02 1.486317e-01
3.742959e+00 2.205598e-02 1.485125e-01
3.742709e+00 2.206860e-02 1.485550e-01
3.742460e+00 2.229841e-02 1.493265e-01
3.742210e+00 2.203725e-02 1.484495e-01
3.741961e+00 2.205622e-02 1.485134e-01
3.741711e+00 2.208021e-02 1.485941e-01
3.741462e+00 2.205171e-02 1.484982e-01
3.741212e+00 2.211626e-02 1.487154e-01
3.740963e+00 2.212782e-02 1.487542e-01
3.740714e+00 2.207389e-02 1.485728e-01
3.740464e+00 2.202509e-02 1.484085e-01
3.740215e+00 2.205202e-02 1.484992e-01
3.739966e+00 2.205313e-02 1.485029e-01
3.739716e+00 2.200402e-02 1.483375e-01
3.739467e+00 2.206823e-02 1.485538e-01
3.739218e+00 2.205917e-02 1.485233e-01
3.738968e+00 2.216464e-02 1.488780e-01
3.738719e+00 2.208301e-02 1.486035e-01
3.738470e+00 2.203339e-02 1.484365e-01
3.738221e+00 2.200552e-02 1.483426e-01
3.737972e+00 2.203882e-02 1.484548e-01
3.737722e+00 2.206207e-02 1.485331e-01
3.737473e+00 2.207484e-02 1.485760e-01
3.737224e+00 2.206138e-02 1.485307e-01
3.736975e+00 2.202074e-02 1.483939e-01
3.736726e+00 2.211110e-02 1.486980e-01
3.736477e+00 2.220486e-02 1.490130e-01
3.736228e+00 2.208903e-02 1.486238e-01
3.735979e+00 2.226770e-02 1.492237e-01
3.735730e+00 2.203433e-02 1.484397e-01
3.735481e+00 2.208679e-02 1.486163e-01
3.735232e+00 2.201826e-02 1.483855e-01
3.734983e+00 2.202821e-02 1.484190e-01
3.734734e+00 2.220566e-02 1.490156e-01
3.734485e+00 2.209707e-02 1.486508e-01
3.734236e+00 2.213879e-02 1.487911e-01
3.733987e+00 2.213131e-02 1.487660e-01
3.733738e+00 2.203271e-02 1.484342e-01
3.733489e+00 2.232822e-02 1.494263e-01
3.733240e+00 2.206894e-02 1.485562e-01
3.732991e+00 2.210603e-02 1.486810e-01
3.732742e+00 2.208172e-02 1.485992e-01
3.732493e+00 2.208711e-02 1.486173e-01
3.732245e+00 2.213382e-02 1.487744e-01
3.731996e+00 2.206831e-02 1.485540e-01
3.731747e+00 2.205857e-02 1.485213e-01
3.731498e+00 2.207682e-02 1.485827e-01
3.731250e+00 2.205883e-02 1.485221e-01
3.731001e+00 2.204243e-02 1.484669e-01
3.730752e+00 2.208379e-02 1.486062e-01
3.730503e+00 2.213311e-02 1.487720e-01
3.730255e+00 2.201503e-02 1.483746e-01
3.730006e+00 2.209060e-02 1.486291e-01
3.729757e+00 2.203396e-02 1.484384e-01
3.729509e+00 2.204148e-02 1.484637e-01
3.729260e+00 2.206840e-02 1.485544e-01
