# Wavelength(microns)  (Rp/Rs)^2  Error
1.143836e+01 2.214198e-02 1.488018e-01
1.143760e+01 2.211043e-02 1.486958e-01
1.143683e+01 2.274411e-02 1.508115e-01
1.143607e+01 2.225477e-02 1.491803e-01
1.143531e+01 2.186831e-02 1.478794e-01
1.143455e+01 2.222711e-02 1.490876e-01
1.143378e+01 2.192493e-02 1.480707e-01
1.143302e+01 2.179145e-02 1.476193e-01
1.143226e+01 2.168578e-02 1.472609e-01
1.143150e+01 2.160746e-02 1.469948e-01
1.143074e+01 2.169043e-02 1.472767e-01
1.142997e+01 2.187193e-02 1.478916e-01
1.142921e+01 2.261626e-02 1.503870e-01
1.142845e+01 2.183975e-02 1.477828e-01
1.142769e+01 2.182533e-02 1.477340e-01
1.142693e+01 2.181095e-02 1.476853e-01
1.142616e+01 2.211842e-02 1.487226e-01
1.142540e+01 2.167845e-02 1.472360e-01
1.142464e+01 2.170463e-02 1.473249e-01
1.142388e+01 2.196675e-02 1.482119e-01
1.142312e+01 2.173722e-02 1.474355e-01
1.142236e+01 2.181539e-02 1.477003e-01
1.142160e+01 2.171044e-02 1.473446e-01
1.142083e+01 2.153510e-02 1.467484e-01
1.142007e+01 2.174301e-02 1.474551e-01
1.141931e+01 2.157503e-02 1.468844e-01
1.141855e+01 2.175895e-02 1.475092e-01
1.141779e+01 2.169927e-02 1.473067e-01
1.141703e+01 2.160534e-02 1.469875e-01
1.141627e+01 2.188918e-02 1.479499e-01
1.141551e+01 2.156319e-02 1.468441e-01
1.141474e+01 2.161058e-02 1.470054e-01
1.141398e+01 2.193354e-02 1.480998e-01
1.141322e+01 2.170655e-02 1.473314e-01
1.141246e+01 2.169228e-02 1.472830e-01
1.141170e+01 2.164305e-02 1.471158e-01
1.141094e+01 2.172627e-02 1.473983e-01
1.141018e+01 2.180864e-02 1.476775e-01
1.140942e+01 2.163130e-02 1.470758e-01
1.140866e+01 2.191483e-02 1.480366e-01
1.140790e+01 2.191085e-02 1.480231e-01
1.140714e+01 2.232898e-02 1.494289e-01
1.140638e+01 2.156731e-02 1.468581e-01
1.140562e+01 2.174233e-02 1.474528e-01
1.140486e+01 2.168893e-02 1.472716e-01
1.140410e+01 2.175765e-02 1.475047e-01
1.140334e+01 2.159697e-02 1.469591e-01
1.140258e+01 2.212758e-02 1.487534e-01
1.140182e+01 2.194716e-02 1.481457e-01
1.140106e+01 2.188562e-02 1.479379e-01
1.140030e+01 2.179823e-02 1.476422e-01
1.139954e+01 2.220265e-02 1.490055e-01
1.139878e+01 2.218145e-02 1.489344e-01
1.139802e+01 2.198077e-02 1.482591e-01
1.139726e+01 2.165688e-02 1.471628e-01
1.139650e+01 2.178917e-02 1.476115e-01
1.139574e+01 2.181892e-02 1.477123e-01
1.139498e+01 2.157522e-02 1.468851e-01
1.139422e+01 2.181851e-02 1.477109e-01
1.139346e+01 2.169001e-02 1.472753e-01
1.139270e+01 2.182032e-02 1.477170e-01
1.139194e+01 2.189736e-02 1.479776e-01
1.139118e+01 2.197067e-02 1.482251e-01
1.139042e+01 2.186824e-02 1.478791e-01
1.138966e+01 2.178763e-02 1.476063e-01
1.138890e+01 2.175620e-02 1.474998e-01
1.138814e+01 2.171833e-02 1.473714e-01
1.138738e+01 2.191406e-02 1.480340e-01
1.138662e+01 2.154266e-02 1.467742e-01
1.138586e+01 2.192720e-02 1.480784e-01
1.138511e+01 2.190988e-02 1.480199e-01
1.138435e+01 2.182263e-02 1.477248e-01
1.138359e+01 2.170507e-02 1.473264e-01
1.138283e+01 2.267491e-02 1.505819e-01
1.138207e+01 2.257655e-02 1.502550e-01
1.138131e+01 2.201579e-02 1.483772e-01
1.138055e+01 2.200691e-02 1.483473e-01
1.137979e+01 2.173510e-02 1.474283e-01
1.137904e+01 2.204728e-02 1.484832e-01
1.137828e+01 2.167027e-02 1.472083e-01
1.137752e+01 2.203982e-02 1.484581e-01
1.137676e+01 2.195589e-02 1.481752e-01
1.137600e+01 2.185124e-02 1.478216e-01
1.137524e+01 2.163779e-02 1.470979e-01
1.137448e+01 2.163246e-02 1.470798e-01
1.137373e+01 2.201733e-02 1.483824e-01
1.137297e+01 2.170216e-02 1.473165e-01
1.137221e+01 2.218147e-02 1.489344e-01
1.137145e+01 2.175928e-02 1.475103e-01
1.137069e+01 2.194821e-02 1.481493e-01
1.136994e+01 2.184856e-02 1.478126e-01
1.136918e+01 2.250808e-02 1.500269e-01
1.136842e+01 2.165331e-02 1.471506e-01
1.136766e+01 2.167124e-02 1.472116e-01
1.136690e+01 2.195525e-02 1.481730e-01
1.136615e+01 2.287963e-02 1.512601e-01
1.136539e+01 2.164310e-02 1.471160e-01
1.136463e+01 2.196655e-02 1.482112e-01
1.136387e+01 2.235653e-02 1.495210e-01
1.136312e+01 2.221046e-02 1.490318e-01
1.136236e+01 2.229770e-02 1.493241e-01
1.136160e+01 2.225236e-02 1.491723e-01
1.136084e+01 2.165885e-02 1.471695e-01
1.136009e+01 2.176897e-02 1.475431e-01
1.135933e+01 2.295936e-02 1.515235e-01
1.135857e+01 2.254352e-02 1.501450e-01
1.135782e+01 2.161002e-02 1.470035e-01
1.135706e+01 2.182670e-02 1.477386e-01
1.135630e+01 2.156684e-02 1.468565e-01
1.135554e+01 2.171322e-02 1.473541e-01
1.135479e+01 2.178357e-02 1.475926e-01
1.135403e+01 2.244729e-02 1.498242e-01
1.135327e+01 2.171396e-02 1.473566e-01
1.135252e+01 2.229011e-02 1.492987e-01
1.135176e+01 2.176108e-02 1.475164e-01
1.135100e+01 2.181706e-02 1.477060e-01
1.135025e+01 2.183750e-02 1.477752e-01
1.134949e+01 2.183095e-02 1.477530e-01
1.134873e+01 2.184511e-02 1.478009e-01
1.134798e+01 2.161958e-02 1.470360e-01
1.134722e+01 2.179107e-02 1.476180e-01
1.134646e+01 2.186013e-02 1.478517e-01
1.134571e+01 2.203067e-02 1.484273e-01
1.134495e+01 2.192295e-02 1.480640e-01
1.134419e+01 2.185513e-02 1.478348e-01
1.134344e+01 2.159847e-02 1.469642e-01
1.134268e+01 2.183250e-02 1.477583e-01
1.134193e+01 2.174637e-02 1.474665e-01
1.134117e+01 2.213836e-02 1.487897e-01
1.134041e+01 2.218119e-02 1.489335e-01
1.133966e+01 2.184361e-02 1.477959e-01
1.133890e+01 2.213734e-02 1.487862e-01
1.133815e+01 2.165334e-02 1.471507e-01
1.133739e+01 2.219491e-02 1.489796e-01
1.133663e+01 2.195483e-02 1.481716e-01
1.133588e+01 2.176893e-02 1.475430e-01
1.133512e+01 2.173661e-02 1.474334e-01
1.133437e+01 2.210134e-02 1.486652e-01
1.133361e+01 2.179717e-02 1.476386e-01
1.133286e+01 2.205001e-02 1.484925e-01
1.133210e+01 2.164776e-02 1.471318e-01
1.133135e+01 2.190724e-02 1.480109e-01
1.133059e+01 2.177131e-02 1.475510e-01
1.132983e+01 2.203648e-02 1.484469e-01
1.132908e+01 2.233653e-02 1.494541e-01
1.132832e+01 2.185708e-02 1.478414e-01
1.132757e+01 2.172568e-02 1.473963e-01
1.132681e+01 2.166765e-02 1.471994e-01
1.132606e+01 2.174532e-02 1.474630e-01
1.132530e+01 2.201566e-02 1.483768e-01
1.132455e+01 2.203972e-02 1.484578e-01
1.132379e+01 2.256976e-02 1.502324e-01
1.132304e+01 2.188742e-02 1.479440e-01
1.132228e+01 2.176667e-02 1.475353e-01
1.132153e+01 2.201186e-02 1.483639e-01
1.132077e+01 2.323385e-02 1.524265e-01
1.132002e+01 2.184967e-02 1.478164e-01
1.131927e+01 2.189282e-02 1.479622e-01
1.131851e+01 2.224006e-02 1.491310e-01
1.131776e+01 2.221703e-02 1.490538e-01
1.131700e+01 2.202572e-02 1.484106e-01
1.131625e+01 2.202145e-02 1.483962e-01
1.131549e+01 2.250711e-02 1.500237e-01
1.131474e+01 2.191878e-02 1.480499e-01
1.131398e+01 2.266406e-02 1.505459e-01
1.131323e+01 2.204318e-02 1.484695e-01
1.131248e+01 2.196499e-02 1.482059e-01
1.131172e+01 2.215364e-02 1.488410e-01
1.131097e+01 2.191950e-02 1.480524e-01
1.131021e+01 2.165783e-02 1.471660e-01
1.130946e+01 2.249941e-02 1.499980e-01
1.130871e+01 2.165873e-02 1.471691e-01
1.130795e+01 2.190362e-02 1.479987e-01
1.130720e+01 2.166192e-02 1.471799e-01
1.130644e+01 2.215633e-02 1.488500e-01
1.130569e+01 2.197136e-02 1.482274e-01
1.130494e+01 2.181533e-02 1.477001e-01
1.130418e+01 2.238927e-02 1.496304e-01
1.130343e+01 2.186846e-02 1.478799e-01
1.130268e+01 2.173941e-02 1.474429e-01
1.130192e+01 2.192792e-02 1.480808e-01
1.130117e+01 2.168618e-02 1.472623e-01
1.130042e+01 2.162739e-02 1.470626e-01
1.129966e+01 2.162452e-02 1.470528e-01
1.129891e+01 2.205781e-02 1.485187e-01
1.129816e+01 2.169885e-02 1.473053e-01
1.129740e+01 2.192070e-02 1.480564e-01
1.129665e+01 2.253097e-02 1.501032e-01
1.129590e+01 2.157412e-02 1.468813e-01
1.129514e+01 2.171038e-02 1.473444e-01
1.129439e+01 2.197025e-02 1.482237e-01
1.129364e+01 2.199893e-02 1.483204e-01
1.129289e+01 2.161473e-02 1.470195e-01
1.129213e+01 2.207182e-02 1.485659e-01
1.129138e+01 2.187259e-02 1.478938e-01
1.129063e+01 2.172216e-02 1.473844e-01
1.128987e+01 2.216356e-02 1.488743e-01
1.128912e+01 2.213265e-02 1.487705e-01
1.128837e+01 2.154579e-02 1.467849e-01
1.128762e+01 2.184740e-02 1.478087e-01
1.128686e+01 2.198774e-02 1.482826e-01
1.128611e+01 2.257692e-02 1.502562e-01
1.128536e+01 2.163382e-02 1.470844e-01
1.128461e+01 2.216485e-02 1.488787e-01
1.128386e+01 2.200477e-02 1.483401e-01
1.128310e+01 2.179331e-02 1.476256e-01
1.128235e+01 2.190565e-02 1.480056e-01
1.128160e+01 2.193551e-02 1.481064e-01
1.128085e+01 2.208152e-02 1.485985e-01
1.128009e+01 2.187216e-02 1.478924e-01
1.127934e+01 2.158856e-02 1.469305e-01
1.127859e+01 2.152025e-02 1.466978e-01
1.127784e+01 2.218503e-02 1.489464e-01
1.127709e+01 2.231735e-02 1.493899e-01
1.127634e+01 2.212755e-02 1.487533e-01
1.127558e+01 2.223676e-02 1.491200e-01
1.127483e+01 2.175290e-02 1.474886e-01
1.127408e+01 2.210653e-02 1.486827e-01
1.127333e+01 2.190614e-02 1.480072e-01
1.127258e+01 2.216901e-02 1.488926e-01
1.127183e+01 2.171912e-02 1.473741e-01
1.127107e+01 2.228798e-02 1.492916e-01
1.127032e+01 2.175291e-02 1.474887e-01
1.126957e+01 2.184601e-02 1.478040e-01
1.126882e+01 2.355718e-02 1.534835e-01
1.126807e+01 2.188244e-02 1.479271e-01
1.126732e+01 2.173514e-02 1.474284e-01
1.126657e+01 2.167992e-02 1.472410e-01
1.126582e+01 2.250569e-02 1.500190e-01
1.126506e+01 2.204301e-02 1.484689e-01
1.126431e+01 2.202291e-02 1.484012e-01
1.126356e+01 2.161212e-02 1.470106e-01
1.126281e+01 2.181764e-02 1.477080e-01
1.126206e+01 2.165752e-02 1.471649e-01
1.126131e+01 2.170191e-02 1.473157e-01
1.126056e+01 2.164056e-02 1.471073e-01
1.125981e+01 2.173330e-02 1.474222e-01
1.125906e+01 2.163797e-02 1.470985e-01
1.125831e+01 2.163462e-02 1.470871e-01
1.125756e+01 2.174484e-02 1.474613e-01
1.125681e+01 2.182756e-02 1.477415e-01
1.125606e+01 2.205517e-02 1.485098e-01
1.125531e+01 2.166943e-02 1.472054e-01
1.125456e+01 2.251741e-02 1.500580e-01
1.125381e+01 2.206927e-02 1.485573e-01
1.125306e+01 2.359848e-02 1.536180e-01
1.125231e+01 2.189207e-02 1.479597e-01
1.125156e+01 2.200743e-02 1.483490e-01
1.125081e+01 2.171878e-02 1.473729e-01
1.125006e+01 2.172091e-02 1.473802e-01
1.124931e+01 2.190922e-02 1.480176e-01
1.124856e+01 2.173941e-02 1.474429e-01
1.124781e+01 2.168102e-02 1.472448e-01
1.124706e+01 2.196048e-02 1.481907e-01
1.124631e+01 2.199517e-02 1.483077e-01
1.124556e+01 2.173568e-02 1.474303e-01
1.124481e+01 2.177901e-02 1.475771e-01
1.124406e+01 2.176587e-02 1.475326e-01
1.124331e+01 2.194083e-02 1.481244e-01
1.124256e+01 2.161388e-02 1.470166e-01
1.124181e+01 2.194240e-02 1.481297e-01
1.124106e+01 2.175677e-02 1.475018e-01
1.124031e+01 2.172760e-02 1.474028e-01
1.123956e+01 2.175371e-02 1.474914e-01
1.123881e+01 2.196599e-02 1.482093e-01
1.123806e+01 2.226004e-02 1.491980e-01
1.123731e+01 2.264011e-02 1.504663e-01
1.123656e+01 2.170206e-02 1.473162e-01
1.123581e+01 2.187275e-02 1.478944e-01
1.123507e+01 2.237525e-02 1.495836e-01
1.123432e+01 2.177192e-02 1.475531e-01
1.123357e+01 2.199204e-02 1.482971e-01
1.123282e+01 2.176745e-02 1.475379e-01
1.123207e+01 2.178491e-02 1.475971e-01
1.123132e+01 2.222973e-02 1.490964e-01
1.123057e+01 2.168916e-02 1.472724e-01
1.122982e+01 2.178713e-02 1.476046e-01
1.122908e+01 2.260690e-02 1.503559e-01
1.122833e+01 2.290929e-02 1.513582e-01
1.122758e+01 2.190518e-02 1.480040e-01
1.122683e+01 2.307086e-02 1.518910e-01
1.122608e+01 2.194235e-02 1.481295e-01
1.122533e+01 2.172012e-02 1.473775e-01
1.122458e+01 2.164249e-02 1.471139e-01
1.122384e+01 2.191758e-02 1.480459e-01
1.122309e+01 2.187698e-02 1.479087e-01
1.122234e+01 2.187827e-02 1.479131e-01
1.122159e+01 2.163892e-02 1.471017e-01
1.122084e+01 2.164726e-02 1.471301e-01
1.122010e+01 2.181994e-02 1.477158e-01
1.121935e+01 2.251863e-02 1.500621e-01
1.121860e+01 2.180373e-02 1.476609e-01
1.121785e+01 2.211585e-02 1.487140e-01
1.121710e+01 2.179554e-02 1.476331e-01
1.121636e+01 2.171717e-02 1.473675e-01
1.121561e+01 2.223996e-02 1.491307e-01
1.121486e+01 2.256207e-02 1.502068e-01
1.121411e+01 2.169359e-02 1.472874e-01
1.121337e+01 2.180138e-02 1.476529e-01
1.121262e+01 2.158074e-02 1.469039e-01
1.121187e+01 2.183385e-02 1.477628e-01
1.121112e+01 2.166290e-02 1.471832e-01
1.121038e+01 2.161065e-02 1.470056e-01
1.120963e+01 2.164542e-02 1.471238e-01
1.120888e+01 2.176861e-02 1.475419e-01
1.120813e+01 2.215723e-02 1.488530e-01
1.120739e+01 2.236939e-02 1.495640e-01
1.120664e+01 2.260966e-02 1.503651e-01
1.120589e+01 2.181250e-02 1.476906e-01
1.120515e+01 2.192584e-02 1.480738e-01
1.120440e+01 2.172676e-02 1.474000e-01
1.120365e+01 2.187405e-02 1.478988e-01
1.120291e+01 2.197463e-02 1.482384e-01
1.120216e+01 2.173615e-02 1.474319e-01
1.120141e+01 2.190472e-02 1.480024e-01
1.120067e+01 2.250148e-02 1.500049e-01
1.119992e+01 2.167640e-02 1.472291e-01
1.119917e+01 2.196607e-02 1.482096e-01
1.119843e+01 2.194380e-02 1.481344e-01
1.119768e+01 2.234329e-02 1.494767e-01
1.119693e+01 2.198555e-02 1.482753e-01
1.119619e+01 2.259871e-02 1.503287e-01
1.119544e+01 2.157315e-02 1.468780e-01
1.119469e+01 2.172183e-02 1.473833e-01
1.119395e+01 2.163290e-02 1.470813e-01
1.119320e+01 2.208250e-02 1.486018e-01
1.119245e+01 2.164979e-02 1.471387e-01
1.119171e+01 2.175568e-02 1.474981e-01
1.119096e+01 2.206765e-02 1.485519e-01
1.119022e+01 2.172761e-02 1.474029e-01
1.118947e+01 2.216442e-02 1.488772e-01
1.118872e+01 2.227172e-02 1.492371e-01
1.118798e+01 2.168924e-02 1.472727e-01
1.118723e+01 2.213691e-02 1.487848e-01
1.118649e+01 2.264549e-02 1.504842e-01
1.118574e+01 2.188263e-02 1.479278e-01
1.118500e+01 2.158750e-02 1.469268e-01
1.118425e+01 2.207285e-02 1.485693e-01
1.118350e+01 2.192700e-02 1.480777e-01
1.118276e+01 2.235492e-02 1.495156e-01
1.118201e+01 2.164261e-02 1.471143e-01
1.118127e+01 2.186414e-02 1.478653e-01
1.118052e+01 2.169023e-02 1.472760e-01
1.117978e+01 2.182961e-02 1.477485e-01
1.117903e+01 2.274154e-02 1.508030e-01
1.117829e+01 2.189173e-02 1.479585e-01
1.117754e+01 2.266181e-02 1.505384e-01
1.117680e+01 2.241404e-02 1.497132e-01
1.117605e+01 2.192124e-02 1.480582e-01
1.117531e+01 2.201118e-02 1.483617e-01
1.117456e+01 2.171661e-02 1.473656e-01
1.117382e+01 2.207582e-02 1.485793e-01
1.117307e+01 2.195504e-02 1.481723e-01
1.117233e+01 2.163267e-02 1.470805e-01
1.117158e+01 2.168236e-02 1.472493e-01
1.117084e+01 2.239561e-02 1.496516e-01
1.117009e+01 2.245941e-02 1.498646e-01
1.116935e+01 2.191107e-02 1.480239e-01
1.116860e+01 2.180186e-02 1.476545e-01
1.116786e+01 2.209033e-02 1.486282e-01
1.116712e+01 2.179160e-02 1.476198e-01
1.116637e+01 2.188226e-02 1.479265e-01
1.116563e+01 2.185124e-02 1.478217e-01
1.116488e+01 2.319716e-02 1.523061e-01
1.116414e+01 2.180969e-02 1.476810e-01
1.116339e+01 2.238488e-02 1.496158e-01
1.116265e+01 2.261206e-02 1.503731e-01
1.116191e+01 2.204820e-02 1.484864e-01
1.116116e+01 2.193160e-02 1.480932e-01
1.116042e+01 2.182683e-02 1.477391e-01
1.115967e+01 2.156943e-02 1.468653e-01
1.115893e+01 2.163350e-02 1.470833e-01
1.115819e+01 2.268376e-02 1.506113e-01
1.115744e+01 2.200602e-02 1.483443e-01
1.115670e+01 2.170070e-02 1.473116e-01
1.115595e+01 2.183444e-02 1.477648e-01
1.115521e+01 2.159779e-02 1.469619e-01
1.115447e+01 2.252895e-02 1.500965e-01
1.115372e+01 2.180808e-02 1.476756e-01
1.115298e+01 2.161567e-02 1.470227e-01
1.115224e+01 2.201887e-02 1.483876e-01
1.115149e+01 2.179408e-02 1.476282e-01
1.115075e+01 2.165677e-02 1.471624e-01
1.115001e+01 2.239464e-02 1.496484e-01
1.114926e+01 2.208654e-02 1.486154e-01
1.114852e+01 2.157207e-02 1.468743e-01
1.114778e+01 2.173156e-02 1.474163e-01
1.114703e+01 2.170151e-02 1.473143e-01
1.114629e+01 2.162756e-02 1.470631e-01
1.114555e+01 2.152573e-02 1.467165e-01
1.114480e+01 2.185993e-02 1.478510e-01
1.114406e+01 2.181484e-02 1.476985e-01
1.114332e+01 2.184214e-02 1.477909e-01
1.114258e+01 2.206350e-02 1.485379e-01
1.114183e+01 2.170082e-02 1.473120e-01
1.114109e+01 2.168173e-02 1.472472e-01
1.114035e+01 2.262640e-02 1.504207e-01
1.113960e+01 2.271466e-02 1.507138e-01
1.113886e+01 2.172615e-02 1.473979e-01
1.113812e+01 2.191355e-02 1.480323e-01
1.113738e+01 2.174845e-02 1.474736e-01
1.113663e+01 2.179943e-02 1.476463e-01
1.113589e+01 2.212760e-02 1.487535e-01
1.113515e+01 2.161496e-02 1.470203e-01
1.113441e+01 2.261835e-02 1.503940e-01
1.113366e+01 2.173570e-02 1.474303e-01
1.113292e+01 2.171888e-02 1.473733e-01
1.113218e+01 2.195663e-02 1.481777e-01
1.113144e+01 2.175563e-02 1.474979e-01
1.113070e+01 2.212281e-02 1.487374e-01
1.112995e+01 2.158914e-02 1.469324e-01
1.112921e+01 2.228514e-02 1.492821e-01
1.112847e+01 2.195703e-02 1.481790e-01
1.112773e+01 2.179423e-02 1.476287e-01
1.112699e+01 2.176912e-02 1.475436e-01
1.112625e+01 2.167183e-02 1.472136e-01
1.112550e+01 2.179739e-02 1.476394e-01
1.112476e+01 2.271835e-02 1.507261e-01
1.112402e+01 2.164674e-02 1.471283e-01
1.112328e+01 2.188987e-02 1.479522e-01
1.112254e+01 2.198909e-02 1.482872e-01
1.112180e+01 2.171294e-02 1.473531e-01
1.112105e+01 2.169672e-02 1.472981e-01
1.112031e+01 2.293835e-02 1.514541e-01
1.111957e+01 2.229557e-02 1.493170e-01
1.111883e+01 2.194671e-02 1.481442e-01
1.111809e+01 2.225320e-02 1.491751e-01
1.111735e+01 2.197681e-02 1.482458e-01
1.111661e+01 2.169131e-02 1.472797e-01
1.111587e+01 2.258283e-02 1.502758e-01
1.111512e+01 2.164379e-02 1.471183e-01
1.111438e+01 2.159385e-02 1.469484e-01
1.111364e+01 2.200506e-02 1.483410e-01
1.111290e+01 2.159156e-02 1.469407e-01
1.111216e+01 2.175983e-02 1.475121e-01
1.111142e+01 2.174977e-02 1.474780e-01
1.111068e+01 2.156893e-02 1.468636e-01
1.110994e+01 2.159509e-02 1.469527e-01
1.110920e+01 2.175385e-02 1.474919e-01
1.110846e+01 2.174431e-02 1.474595e-01
1.110772e+01 2.194023e-02 1.481223e-01
1.110698e+01 2.231227e-02 1.493729e-01
1.110624e+01 2.207693e-02 1.485831e-01
1.110550e+01 2.162331e-02 1.470487e-01
1.110476e+01 2.170008e-02 1.473095e-01
1.110402e+01 2.210280e-02 1.486701e-01
1.110328e+01 2.176011e-02 1.475131e-01
1.110254e+01 2.159999e-02 1.469694e-01
1.110180e+01 2.193863e-02 1.481169e-01
1.110106e+01 2.270503e-02 1.506819e-01
1.110032e+01 2.192725e-02 1.480785e-01
1.109958e+01 2.224318e-02 1.491415e-01
1.109884e+01 2.211840e-02 1.487226e-01
1.109810e+01 2.270904e-02 1.506952e-01
1.109736e+01 2.159441e-02 1.469504e-01
1.109662e+01 2.163968e-02 1.471043e-01
1.109588e+01 2.185278e-02 1.478268e-01
1.109514e+01 2.158552e-02 1.469201e-01
1.109440e+01 2.161849e-02 1.470323e-01
1.109366e+01 2.238590e-02 1.496192e-01
1.109292e+01 2.190787e-02 1.480131e-01
1.109218e+01 2.194344e-02 1.481332e-01
1.109144e+01 2.161045e-02 1.470049e-01
1.109070e+01 2.172045e-02 1.473786e-01
1.108996e+01 2.204206e-02 1.484657e-01
1.108922e+01 2.171276e-02 1.473525e-01
1.108848e+01 2.153367e-02 1.467436e-01
1.108774e+01 2.198077e-02 1.482591e-01
1.108700e+01 2.215260e-02 1.488375e-01
1.108626e+01 2.174006e-02 1.474451e-01
1.108553e+01 2.181843e-02 1.477106e-01
1.108479e+01 2.166653e-02 1.471955e-01
1.108405e+01 2.179445e-02 1.476294e-01
1.108331e+01 2.229205e-02 1.493052e-01
1.108257e+01 2.283777e-02 1.511217e-01
1.108183e+01 2.190453e-02 1.480018e-01
1.108109e+01 2.222715e-02 1.490877e-01
1.108035e+01 2.244724e-02 1.498240e-01
1.107961e+01 2.164720e-02 1.471299e-01
1.107888e+01 2.209918e-02 1.486579e-01
1.107814e+01 2.173434e-02 1.474257e-01
1.107740e+01 2.178423e-02 1.475948e-01
1.107666e+01 2.205229e-02 1.485001e-01
1.107592e+01 2.230078e-02 1.493345e-01
1.107518e+01 2.156890e-02 1.468635e-01
1.107445e+01 2.177088e-02 1.475496e-01
1.107371e+01 2.161238e-02 1.470115e-01
1.107297e+01 2.200838e-02 1.483522e-01
1.107223e+01 2.181227e-02 1.476898e-01
1.107149e+01 2.195218e-02 1.481627e-01
1.107075e+01 2.165250e-02 1.471479e-01
1.107002e+01 2.169960e-02 1.473078e-01
1.106928e+01 2.190541e-02 1.480048e-01
1.106854e+01 2.201464e-02 1.483733e-01
1.106780e+01 2.272585e-02 1.507509e-01
1.106707e+01 2.217962e-02 1.489282e-01
1.106633e+01 2.174416e-02 1.474590e-01
1.106559e+01 2.254269e-02 1.501422e-01
1.106485e+01 2.191365e-02 1.480326e-01
1.106411e+01 2.181147e-02 1.476871e-01
1.106338e+01 2.187337e-02 1.478965e-01
1.106264e+01 2.170503e-02 1.473263e-01
1.106190e+01 2.202815e-02 1.484188e-01
1.106116e+01 2.212690e-02 1.487511e-01
1.106043e+01 2.160209e-02 1.469765e-01
1.105969e+01 2.175664e-02 1.475013e-01
1.105895e+01 2.186232e-02 1.478591e-01
1.105822e+01 2.219669e-02 1.489855e-01
1.105748e+01 2.161354e-02 1.470154e-01
1.105674e+01 2.182410e-02 1.477298e-01
1.105600e+01 2.181210e-02 1.476892e-01
1.105527e+01 2.183424e-02 1.477641e-01
1.105453e+01 2.268050e-02 1.506005e-01
1.105379e+01 2.265785e-02 1.505252e-01
1.105306e+01 2.192932e-02 1.480855e-01
1.105232e+01 2.189109e-02 1.479564e-01
1.105158e+01 2.201331e-02 1.483688e-01
1.105085e+01 2.175337e-02 1.474902e-01
1.105011e+01 2.192996e-02 1.480877e-01
1.104937e+01 2.169454e-02 1.472907e-01
1.104864e+01 2.321299e-02 1.523581e-01
1.104790e+01 2.171904e-02 1.473738e-01
1.104716e+01 2.192616e-02 1.480748e-01
1.104643e+01 2.282573e-02 1.510819e-01
1.104569e+01 2.189676e-02 1.479755e-01
1.104495e+01 2.187306e-02 1.478954e-01
1.104422e+01 2.232987e-02 1.494318e-01
1.104348e+01 2.265623e-02 1.505199e-01
1.104275e+01 2.225918e-02 1.491951e-01
1.104201e+01 2.200749e-02 1.483492e-01
1.104127e+01 2.177120e-02 1.475507e-01
1.104054e+01 2.167130e-02 1.472117e-01
1.103980e+01 2.160912e-02 1.470004e-01
1.103907e+01 2.162355e-02 1.470495e-01
1.103833e+01 2.186529e-02 1.478692e-01
1.103759e+01 2.259449e-02 1.503146e-01
1.103686e+01 2.204487e-02 1.484752e-01
1.103612e+01 2.176622e-02 1.475338e-01
1.103539e+01 2.191139e-02 1.480250e-01
1.103465e+01 2.336019e-02 1.528404e-01
1.103391e+01 2.277566e-02 1.509161e-01
1.103318e+01 2.198831e-02 1.482845e-01
1.103244e+01 2.173575e-02 1.474305e-01
1.103171e+01 2.186056e-02 1.478532e-01
1.103097e+01 2.220387e-02 1.490096e-01
1.103024e+01 2.171699e-02 1.473668e-01
1.102950e+01 2.176536e-02 1.475309e-01
1.102877e+01 2.262476e-02 1.504153e-01
1.102803e+01 2.280225e-02 1.510041e-01
1.102730e+01 2.176904e-02 1.475434e-01
1.102656e+01 2.169190e-02 1.472817e-01
1.102583e+01 2.168903e-02 1.472720e-01
1.102509e+01 2.217208e-02 1.489029e-01
1.102436e+01 2.165711e-02 1.471636e-01
1.102362e+01 2.160763e-02 1.469953e-01
1.102289e+01 2.229078e-02 1.493010e-01
1.102215e+01 2.194933e-02 1.481531e-01
1.102142e+01 2.224766e-02 1.491565e-01
1.102068e+01 2.179038e-02 1.476157e-01
1.101995e+01 2.243073e-02 1.497689e-01
1.101921e+01 2.167267e-02 1.472164e-01
1.101848e+01 2.162738e-02 1.470625e-01
1.101774e+01 2.159958e-02 1.469680e-01
1.101701e+01 2.172045e-02 1.473786e-01
1.101628e+01 2.193925e-02 1.481190e-01
1.101554e+01 2.202260e-02 1.484001e-01
1.101481e+01 2.212446e-02 1.487429e-01
1.101407e+01 2.178660e-02 1.476028e-01
1.101334e+01 2.323293e-02 1.524235e-01
1.101260e+01 2.250886e-02 1.500295e-01
1.101187e+01 2.183340e-02 1.477613e-01
1.101114e+01 2.165695e-02 1.471630e-01
1.101040e+01 2.199289e-02 1.483000e-01
1.100967e+01 2.163962e-02 1.471041e-01
1.100893e+01 2.179222e-02 1.476219e-01
1.100820e+01 2.174782e-02 1.474714e-01
1.100747e+01 2.218686e-02 1.489525e-01
1.100673e+01 2.172840e-02 1.474056e-01
1.100600e+01 2.168434e-02 1.472560e-01
1.100526e+01 2.223015e-02 1.490978e-01
1.100453e+01 2.276912e-02 1.508944e-01
1.100380e+01 2.184876e-02 1.478133e-01
