4.980000000000000426e+00 1.461703630285175921e-02 0.000000000000000000e+00 4.032388663967571146e-02
4.940000000000000391e+00 1.461855167738050111e-02 0.000000000000000000e+00 4.000262273584163919e-02
4.900000000000000355e+00 1.459262334977391370e-02 0.000000000000000000e+00 4.000266573365979239e-02
4.860000000000000320e+00 1.458704957301143468e-02 0.000000000000000000e+00 4.000270979761223755e-02
4.820000000000000284e+00 1.459315439398566581e-02 0.000000000000000000e+00 4.000275496323884433e-02
4.779999999999999361e+00 1.460634014061890085e-02 0.000000000000000000e+00 4.000280126757278093e-02
4.740000000000000213e+00 1.457905174466420095e-02 0.000000000000000000e+00 4.000284874922120648e-02
4.700000000000000178e+00 1.459137119333568308e-02 0.000000000000000000e+00 4.000289744843443795e-02
4.660000000000000142e+00 1.459926992626423697e-02 0.000000000000000000e+00 4.000294740720326120e-02
4.620000000000000107e+00 1.456372726635928386e-02 0.000000000000000000e+00 4.000299866933990783e-02
4.580000000000000071e+00 1.453578971845949364e-02 0.000000000000000000e+00 4.000305128058475462e-02
4.540000000000000036e+00 1.454428385890950935e-02 0.000000000000000000e+00 4.000310528869464172e-02
4.500000000000000000e+00 1.458114799604180896e-02 0.000000000000000000e+00 4.000316074356449758e-02
4.459999999999999964e+00 1.462292819039326397e-02 0.000000000000000000e+00 4.000321769733565513e-02
4.419999999999999929e+00 1.466355542126480949e-02 0.000000000000000000e+00 4.000327620451753913e-02
4.379999999999999893e+00 1.467307553349438479e-02 0.000000000000000000e+00 4.000333632212121210e-02
4.339999999999999858e+00 1.468466555420561322e-02 0.000000000000000000e+00 4.000339810980166333e-02
4.299999999999999822e+00 1.469729329291583758e-02 0.000000000000000000e+00 4.000346162999583038e-02
4.259999999999999787e+00 1.466333128892260800e-02 0.000000000000000000e+00 4.000352694808755050e-02
4.219999999999999751e+00 1.462190384397729290e-02 0.000000000000000000e+00 4.000359413257920105e-02
4.179999999999999716e+00 1.452785561320604768e-02 0.000000000000000000e+00 4.000366325525966243e-02
4.139999999999999680e+00 1.446921999710080661e-02 0.000000000000000000e+00 4.000373439141105547e-02
4.099999999999999645e+00 1.445337311841879760e-02 0.000000000000000000e+00 4.000380761999933893e-02
4.059999999999999609e+00 1.443506626048066468e-02 0.000000000000000000e+00 4.000388302390558287e-02
