4.980000 0.014617 0.000105 0.040324
4.940000 0.014619 0.000105 0.040003
4.900000 0.014593 0.000105 0.040003
4.860000 0.014587 0.000105 0.040003
4.820000 0.014593 0.000105 0.040003
4.780000 0.014606 0.000105 0.040003
4.740000 0.014579 0.000105 0.040003
4.700000 0.014591 0.000105 0.040003
4.660000 0.014599 0.000105 0.040003
4.620000 0.014564 0.000105 0.040003
4.580000 0.014536 0.000105 0.040003
4.540000 0.014544 0.000105 0.040003
4.500000 0.014581 0.000105 0.040003
4.460000 0.014623 0.000105 0.040003
4.420000 0.014664 0.000105 0.040003
4.380000 0.014673 0.000105 0.040003
4.340000 0.014685 0.000105 0.040003
4.300000 0.014697 0.000105 0.040003
4.260000 0.014663 0.000105 0.040004
4.220000 0.014622 0.000105 0.040004
4.180000 0.014528 0.000105 0.040004
4.140000 0.014469 0.000105 0.040004
4.100000 0.014453 0.000105 0.040004
4.060000 0.014435 0.000105 0.040004
4.020000 0.014398 0.000105 0.040004
3.980000 0.014417 0.000105 0.019801
3.980000 0.014417 0.000105 0.020203
3.940000 0.014389 0.000105 0.019799
3.940000 0.014389 0.000105 0.020205
3.900000 0.014378 0.000105 0.019797
3.900000 0.014378 0.000105 0.020207
3.860000 0.014382 0.000105 0.040004
3.820000 0.014420 0.000105 0.040004
3.780000 0.014406 0.000105 0.040004
3.740000 0.014413 0.000105 0.040005
3.700000 0.014418 0.000105 0.040005
3.660000 0.014443 0.000105 0.040005
3.620000 0.014474 0.000105 0.040005
3.580000 0.014469 0.000105 0.040005
3.540000 0.014494 0.000105 0.040005
3.500000 0.014529 0.000105 0.040005
3.460000 0.014550 0.000105 0.040005
3.420000 0.014567 0.000105 0.040005
3.380000 0.014562 0.000105 0.040006
3.340000 0.014567 0.000105 0.040006
3.300000 0.014586 0.000105 0.040006
3.260000 0.014563 0.000105 0.040006
3.220000 0.014608 0.000105 0.040006
3.180000 0.014608 0.000105 0.040006
3.140000 0.014617 0.000105 0.040006
3.100000 0.014633 0.000105 0.040007
3.060000 0.014647 0.000105 0.040007
3.020000 0.014683 0.000105 0.040007
2.980000 0.014687 0.000105 0.040007
2.940000 0.014696 0.000105 0.040007
2.900000 0.014710 0.000105 0.040008
2.860000 0.014698 0.000105 0.040008
2.820000 0.014723 0.000105 0.040008
2.780000 0.014723 0.000105 0.040008
2.740000 0.014713 0.000105 0.040009
2.700000 0.014725 0.000105 0.040009
2.660000 0.014705 0.000105 0.040009
2.620000 0.014687 0.000105 0.040009
2.580000 0.014690 0.000105 0.040010
2.540000 0.014679 0.000105 0.040010
2.500000 0.014642 0.000105 0.040010
2.460000 0.014596 0.000105 0.040011
2.420000 0.014553 0.000105 0.040011
2.380000 0.014518 0.000105 0.039339
