50.001683 0.022032 0.000511
49.998350 0.022188 0.000511
49.995017 0.022213 0.000511
49.991684 0.022197 0.000511
49.988351 0.022536 0.000511
49.985019 0.022638 0.000511
49.981687 0.022535 0.000511
49.978355 0.022352 0.000511
49.975023 0.022007 0.000511
49.971692 0.022009 0.000511
49.968361 0.022041 0.000511
49.965030 0.022056 0.000511
49.961699 0.022153 0.000511
49.958368 0.022125 0.000511
49.955038 0.022037 0.000511
49.951708 0.022073 0.000511
49.948378 0.022258 0.000511
49.945048 0.022666 0.000511
49.941719 0.023374 0.000511
49.938390 0.023978 0.000511
49.935061 0.024210 0.000511
49.931732 0.023863 0.000511
49.928403 0.022763 0.000511
49.925075 0.022256 0.000511
49.921747 0.022343 0.000511
49.918419 0.022275 0.000511
49.915091 0.022283 0.000511
49.911764 0.022323 0.000511
49.908437 0.022311 0.000511
49.905110 0.022231 0.000511
49.901783 0.022140 0.000511
49.898456 0.023282 0.000511
49.895130 0.023665 0.000511
49.891804 0.023463 0.000511
49.888478 0.022684 0.000511
49.885152 0.022261 0.000511
49.881827 0.022182 0.000511
49.878502 0.022116 0.000511
49.875177 0.022052 0.000511
49.871852 0.022035 0.000511
49.868527 0.022172 0.000511
49.865203 0.023834 0.000511
49.861879 0.023905 0.000511
49.858555 0.022793 0.000511
49.855231 0.022696 0.000511
49.851908 0.022057 0.000511
49.848584 0.022056 0.000511
49.845261 0.022063 0.000511
49.841939 0.022052 0.000511
49.838616 0.022007 0.000511
49.835294 0.022535 0.000511
49.831972 0.022654 0.000511
49.828650 0.022577 0.000511
49.825328 0.024297 0.000511
49.822006 0.024482 0.000511
49.818685 0.024050 0.000511
49.815364 0.022869 0.000511
49.812043 0.022106 0.000511
49.808723 0.021998 0.000511
49.805402 0.021973 0.000511
49.802082 0.022215 0.000511
49.798762 0.022225 0.000511
49.795443 0.022185 0.000511
49.792123 0.022198 0.000511
49.788804 0.022141 0.000511
49.785485 0.022093 0.000511
49.782166 0.022021 0.000511
49.778848 0.022026 0.000511
49.775529 0.022007 0.000511
49.772211 0.021950 0.000511
49.768893 0.021949 0.000511
49.765575 0.022333 0.000511
49.762258 0.022332 0.000511
49.758941 0.022262 0.000511
49.755624 0.022013 0.000511
49.752307 0.021884 0.000511
49.748990 0.022533 0.000511
49.745674 0.022605 0.000511
49.742358 0.022455 0.000511
49.739042 0.022104 0.000511
49.735726 0.021873 0.000511
49.732410 0.022028 0.000511
49.729095 0.022033 0.000511
49.725780 0.022028 0.000511
49.722465 0.022027 0.000511
49.719151 0.022036 0.000511
49.715836 0.022115 0.000511
49.712522 0.022124 0.000511
49.709208 0.022107 0.000511
49.705895 0.022068 0.000511
49.702581 0.021902 0.000511
49.699268 0.021820 0.000511
49.695955 0.021865 0.000511
49.692642 0.021965 0.000511
49.689329 0.022346 0.000511
49.686017 0.022287 0.000511
49.682705 0.022082 0.000511
49.679393 0.022151 0.000511
49.676081 0.022126 0.000511
49.672769 0.022078 0.000511
49.669458 0.022042 0.000511
49.666147 0.022085 0.000511
49.662836 0.022037 0.000511
49.659526 0.021938 0.000511
49.656215 0.021981 0.000511
49.652905 0.021977 0.000511
49.649595 0.021913 0.000511
49.646285 0.021767 0.000511
49.642976 0.021733 0.000511
49.639666 0.021782 0.000511
49.636357 0.021808 0.000511
49.633048 0.021881 0.000511
49.629740 0.022073 0.000511
49.626431 0.022175 0.000511
49.623123 0.022215 0.000511
49.619815 0.022222 0.000511
49.616507 0.021785 0.000511
49.613200 0.021856 0.000511
49.609892 0.021886 0.000511
49.606585 0.022020 0.000511
49.603278 0.022063 0.000511
49.599972 0.022116 0.000511
49.596665 0.022099 0.000511
49.593359 0.021963 0.000511
49.590053 0.021970 0.000511
49.586747 0.021976 0.000511
49.583442 0.021966 0.000511
49.580136 0.021851 0.000511
49.576831 0.021811 0.000511
49.573526 0.022758 0.000511
49.570222 0.022754 0.000511
49.566917 0.022197 0.000511
49.563613 0.022321 0.000511
49.560309 0.023128 0.000511
49.557005 0.023142 0.000511
49.553702 0.022538 0.000511
49.550398 0.022303 0.000511
49.547095 0.021941 0.000511
49.543792 0.021865 0.000511
49.540490 0.021852 0.000511
49.537187 0.021873 0.000511
49.533885 0.021902 0.000511
49.530583 0.022075 0.000511
49.527281 0.022143 0.000511
49.523979 0.022211 0.000511
49.520678 0.022162 0.000511
49.517377 0.021974 0.000511
49.514076 0.021910 0.000511
49.510775 0.021881 0.000511
49.507475 0.021965 0.000511
49.504174 0.022015 0.000511
49.500874 0.022044 0.000511
49.497574 0.022109 0.000511
49.494275 0.022125 0.000511
49.490975 0.022113 0.000511
49.487676 0.022062 0.000511
49.484377 0.022034 0.000511
49.481079 0.021839 0.000511
49.477780 0.021882 0.000511
49.474482 0.021969 0.000511
49.471184 0.021934 0.000511
49.467886 0.021888 0.000511
49.464588 0.022219 0.000511
49.461291 0.022947 0.000511
49.457994 0.022565 0.000511
49.454697 0.021981 0.000511
49.451400 0.022014 0.000511
49.448103 0.021996 0.000511
49.444807 0.021980 0.000511
49.441511 0.021974 0.000511
49.438215 0.021976 0.000511
49.434919 0.021935 0.000511
49.431624 0.021933 0.000511
49.428329 0.021977 0.000511
49.425034 0.022019 0.000511
49.421739 0.022037 0.000511
49.418444 0.022027 0.000511
49.415150 0.022021 0.000511
49.411856 0.022046 0.000511
49.408562 0.022078 0.000511
49.405268 0.022122 0.000511
49.401975 0.022177 0.000511
49.398682 0.022243 0.000511
49.395389 0.022367 0.000511
49.392096 0.023026 0.000511
49.388803 0.023101 0.000511
49.385511 0.022442 0.000511
49.382219 0.022330 0.000511
49.378927 0.022188 0.000511
49.375635 0.022141 0.000511
49.372343 0.022110 0.000511
49.369052 0.022134 0.000511
49.365761 0.022653 0.000511
49.362470 0.022701 0.000511
49.359180 0.022502 0.000511
49.355889 0.022404 0.000511
49.352599 0.022209 0.000511
49.349309 0.022220 0.000511
49.346019 0.022259 0.000511
49.342730 0.022369 0.000511
49.339441 0.023794 0.000511
49.336152 0.023930 0.000511
49.332863 0.023355 0.000511
49.329574 0.022742 0.000511
49.326286 0.022271 0.000511
49.322997 0.022187 0.000511
49.319709 0.022144 0.000511
49.316422 0.022114 0.000511
49.313134 0.022089 0.000511
49.309847 0.022070 0.000511
49.306560 0.022058 0.000511
49.303273 0.022058 0.000511
49.299986 0.022144 0.000511
49.296700 0.022223 0.000511
49.293414 0.022163 0.000511
49.290128 0.022210 0.000511
49.286842 0.022369 0.000511
49.283556 0.022439 0.000511
49.280271 0.022434 0.000511
49.276986 0.022356 0.000511
49.273701 0.022234 0.000511
49.270416 0.022147 0.000511
49.267132 0.022081 0.000511
49.263847 0.022034 0.000511
49.260563 0.022000 0.000511
49.257279 0.021974 0.000511
49.253996 0.021954 0.000511
49.250712 0.021940 0.000511
49.247429 0.021935 0.000511
49.244146 0.021978 0.000511
49.240864 0.022286 0.000511
49.237581 0.022109 0.000511
49.234299 0.022148 0.000511
49.231017 0.022475 0.000511
49.227735 0.022034 0.000511
49.224453 0.021887 0.000511
49.221172 0.021892 0.000511
49.217891 0.021910 0.000511
49.214610 0.021879 0.000511
49.211329 0.021896 0.000511
49.208048 0.021902 0.000511
49.204768 0.021866 0.000511
49.201488 0.021825 0.000511
49.198208 0.021808 0.000511
49.194928 0.021807 0.000511
49.191649 0.021811 0.000511
49.188370 0.021811 0.000511
49.185091 0.021803 0.000511
49.181812 0.021798 0.000511
49.178533 0.021806 0.000511
49.175255 0.021798 0.000511
49.171977 0.021791 0.000511
49.168699 0.021794 0.000511
49.165421 0.021812 0.000511
49.162144 0.021822 0.000511
49.158867 0.021854 0.000511
49.155590 0.021875 0.000511
49.152313 0.021873 0.000511
49.149036 0.021930 0.000511
49.145760 0.022245 0.000511
49.142484 0.022384 0.000511
49.139208 0.022461 0.000511
49.135932 0.022381 0.000511
49.132656 0.022337 0.000511
49.129381 0.022039 0.000511
49.126106 0.021975 0.000511
49.122831 0.022199 0.000511
49.119557 0.022361 0.000511
49.116282 0.022309 0.000511
49.113008 0.021956 0.000511
49.109734 0.022165 0.000511
49.106460 0.022140 0.000511
49.103187 0.022056 0.000511
49.099913 0.021734 0.000511
49.096640 0.021732 0.000511
49.093367 0.021756 0.000511
49.090095 0.021816 0.000511
49.086822 0.021949 0.000511
49.083550 0.021817 0.000511
49.080278 0.021788 0.000511
49.077006 0.021854 0.000511
49.073735 0.021907 0.000511
49.070463 0.022294 0.000511
49.067192 0.022068 0.000511
49.063921 0.021812 0.000511
49.060650 0.021808 0.000511
49.057380 0.021838 0.000511
49.054110 0.021859 0.000511
49.050840 0.021986 0.000511
49.047570 0.022056 0.000511
49.044300 0.022081 0.000511
49.041031 0.022062 0.000511
49.037762 0.021980 0.000511
49.034493 0.021962 0.000511
49.031224 0.021975 0.000511
49.027955 0.021932 0.000511
49.024687 0.021979 0.000511
49.021419 0.022198 0.000511
49.018151 0.023350 0.000511
49.014883 0.023262 0.000511
49.011616 0.022169 0.000511
49.008349 0.021767 0.000511
49.005082 0.021946 0.000511
49.001815 0.022102 0.000511
48.998548 0.022179 0.000511
48.995282 0.022281 0.000511
48.992016 0.022101 0.000511
48.988750 0.021877 0.000511
48.985484 0.021723 0.000511
48.982219 0.021747 0.000511
48.978954 0.021782 0.000511
48.975688 0.022029 0.000511
48.972424 0.022080 0.000511
48.969159 0.022060 0.000511
48.965895 0.022342 0.000511
48.962630 0.022315 0.000511
48.959366 0.022208 0.000511
48.956103 0.022174 0.000511
48.952839 0.022172 0.000511
48.949576 0.023490 0.000511
48.946313 0.023569 0.000511
48.943050 0.022323 0.000511
48.939787 0.021979 0.000511
48.936525 0.021878 0.000511
48.933263 0.021903 0.000511
48.930001 0.021794 0.000511
48.926739 0.021808 0.000511
48.923477 0.021852 0.000511
48.920216 0.021882 0.000511
48.916955 0.021915 0.000511
48.913694 0.021989 0.000511
48.910433 0.022145 0.000511
48.907173 0.023181 0.000511
48.903912 0.023463 0.000511
48.900652 0.023087 0.000511
48.897393 0.022124 0.000511
48.894133 0.022030 0.000511
48.890874 0.022083 0.000511
48.887614 0.022194 0.000511
48.884355 0.023668 0.000511
